Title;Journal Name;Open Access;Bibcode
SuNeRF: 3D Reconstruction of the Solar EUV Corona Using Neural Radiance Fields; The Astrophysical Journal; True; 2024ApJ...961L..31J
Is the Radio Source Dipole from NVSS Consistent with the Cosmic Microwave Background and ΛCDM?; The Astrophysical Journal; True; 2024ApJ...965...32C
X-ray polarization measurement of the gold standard of radio-quiet active galactic nuclei: NGC 1068; Astronomy and Astrophysics; True; 2024A&A...689A.238M
Natal Kicks from the Galactic Center and Implications on Their Environment and for the Nancy Grace Roman Space Telescope; The Astrophysical Journal; True; 2024ApJ...971...95J
Time Series of Magnetic Field Parameters of Merged MDI and HMI Space-weather Active Region Patches as Potential Tool for Solar Flare Forecasting; The Astrophysical Journal; True; 2024ApJ...972..169K
Extreme-ultraviolet (EUV) observables of simulated plasmoid-mediated reconnection in the solar corona; Astronomy and Astrophysics; True; 2024A&A...687A.171F
A View of the Long-term Spectral Behavior of Ultracompact X-Ray Binary 4U 0614+091; The Astrophysical Journal; True; 2024ApJ...975...68M
Photospheric Pore Rotation Associated with a C-class Flare from Spectropolarimetric Observations with DKIST; The Astrophysical Journal; True; 2024ApJ...973L..10Y
Solar and Solar Wind Energy Drivers for O<SUP>+</SUP> and O<SUB>2</SUB><SUP>+</SUP> Ion Escape at Mars; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932053S
X-Ray, UV, and Optical Observations of Proxima Centauri's Stellar Cycle; The Astrophysical Journal; True; 2024ApJ...977..144W
JWST/NIRCam Transmission Spectroscopy of the Nearby Sub-Earth GJ 341b; The Astronomical Journal; True; 2024AJ....167...90K
The Radio Spectra of High-luminosity Compact Symmetric Objects: Implications for Studies of Compact Jetted Active Galactic Nuclei; The Astrophysical Journal; True; 2024ApJ...977..195D
The DBL Survey I: discovery of 34 double-lined double white dwarf binaries; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.532.2534M
AGEL: Is the Conflict Real? Investigating Galaxy Evolution Models Using Strong Lensing at 0.3 &lt z &lt 0.9; The Astrophysical Journal; True; 2024ApJ...970...86S
Beyond Point Masses. III. Detecting Haumea's Nonspherical Gravitational Field; The Planetary Science Journal; True; 2024PSJ.....5...69P
The Outflow of The Protostar in B335. I.; The Astronomical Journal; True; 2024AJ....167..102H
X-Ray and Spectral Ultraviolet Observations of Periodic Pulsations in a Solar Flare Fan/Looptop; The Astrophysical Journal; True; 2024ApJ...977..207F
Ten-moment fluid model with heat flux closure for gasdynamic flows; Journal of Computational Physics; False; 2024JCoPh.50813030K
Mineralogical Characterization of the Lunar South Polar Region: 1. The Artemis Exploration Zone; Journal of Geophysical Research (Planets); True; 2024JGRE..12908266M
Giant Kelvin-Helmholtz (KH) Waves at the Boundary Layer of the Coronal Mass Ejections (CMEs) Responsible for the Largest Geomagnetic Storm in 20 Years; Geophysical Research Letters; True; 2024GeoRL..5110477N
New Horizons Venetia Burney Student Dust Counter Observes Higher than Expected Fluxes Approaching 60 au; The Astrophysical Journal; True; 2024ApJ...961L..38D
Vertical distribution of microplastic along the main gate of Indonesian Throughflow pathways; Marine Pollution Bulletin; False; 2024MarPB.19915954M
Modeling the High-energy Ionizing Output from Simple Stellar and X-Ray Binary Populations; The Astrophysical Journal; True; 2024ApJ...960...13G
Testing theories of gravitation with the Interstellar Probe Radio Experiment; Advances in Space Research; False; 2024AdSpR..73.2763P
Mission design for space telescope servicing at Sun-Earth L2; Acta Astronautica; True; 2024AcAau.224..397P
Direct imaging of magnetohydrodynamic wave mode conversion near a 3D null point on the sun; Nature Communications; True; 2024NatCo..15.2667K
Shock Cooling and Breakout Emission for Optical Flares Associated with Gravitational-wave Events; The Astrophysical Journal; True; 2024ApJ...966...21T
Predicting Solar Proton Events of Solar Cycles 22-24 Using GOES Proton and Soft-X-Ray Flux Features; The Astrophysical Journal Supplement Series; True; 2024ApJS..270...15A
The XUV-driven escape of the planets around TOI-431 and ν<SUP>2</SUP> Lupi; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530.3500K
Rocks with Extremely Low Thermal Inertia at the OSIRIS-REx Sample Site on Asteroid Bennu; The Planetary Science Journal; True; 2024PSJ.....5...92R
Bursting with Feedback: The Relationship between Feedback Model and Bursty Star Formation Histories in Dwarf Galaxies; The Astrophysical Journal; True; 2024ApJ...970...40A
Atmospheric Abundances and Bulk Properties of the Binary Brown Dwarf Gliese 229Bab from JWST/MIRI Spectroscopy; The Astrophysical Journal; True; 2024ApJ...977L..32X
Late-time X-Ray Observations of the Jetted Tidal Disruption Event AT2022cmc: The Relativistic Jet Shuts Off; The Astrophysical Journal; True; 2024ApJ...974..149E
A Robot Operating System (ROS) package for mapping flow fields in rivers via Particle Image Velocimetry (PIV); SoftwareX; True; 2024SoftX..2601711L
Estimating Galaxy Parameters with Self-organizing Maps and the Effect of Missing Data; The Astronomical Journal; True; 2024AJ....167..261L
Broadening the Canonical Picture of EUV-driven Photoevaporation of Accretion Disks; The Astrophysical Journal; True; 2024ApJ...974..281N
Surface Brightness Fluctuations in Two SPT Clusters: A Pilot Study; The Astrophysical Journal; True; 2024ApJ...970...73R
JWST/NIRCam Imaging of Young Stellar Objects. I. Constraints on Planets Exterior to the Spiral Disk Around MWC 758; The Astronomical Journal; True; 2024AJ....167..181W
Explosive Nucleosynthesis in Core-collapse Type II Supernovae: Insights from New C, N, Si, and Al-Mg Isotopic Compositions of Presolar Grains; The Astrophysical Journal; True; 2024ApJ...961L..22L
The Challenge of Detecting Remote Spectroscopic Signatures from Radionuclides; The Astrophysical Journal; True; 2024ApJ...973..161H
First Detection of Polarization in X-Rays for PSR B0540-69 and Its Nebula; The Astrophysical Journal; True; 2024ApJ...962...92X
The Complete CEERS Early Universe Galaxy Sample: A Surprisingly Slow Evolution of the Space Density of Bright Galaxies at z ∼ 8.5–14.5; The Astrophysical Journal; True; 2024ApJ...969L...2F
Prediction of Solar Wind Speed Through Machine Learning From Extrapolated Solar Coronal Magnetic Field; Space Weather; True; 2024SpWea..2203561L
The GMRT High-resolution Southern Sky Survey for Pulsars and Transients. VII. Timing of the Spider Millisecond Pulsar PSR J1242–4712, a Bridge between Redback and Black Widow Pulsars; The Astrophysical Journal; True; 2024ApJ...965...64G
Phase Equilibria of Sub-Neptunes and Super-Earths; The Planetary Science Journal; True; 2024PSJ.....5..268Y
The Type I superluminous supernova catalogue I: light-curve properties, models, and catalogue description; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.535..471G
Beyond MP2 initialization for unitary coupled cluster quantum circuits; Quantum; True; 2024Quant...8.1538H
A Catalog of Pulsar X-Ray Filaments; The Astrophysical Journal; True; 2024ApJ...976....4D
Investigating Mass Segregation of the Binary Stars in the Open Cluster NGC 6819; The Astrophysical Journal; True; 2024ApJ...967...44Z
Probing outbursts of the transient neutron star low-mass X-ray binary Aql X-1 with NICER: a study of spectral evolution; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.532.3961P
Helioseismic Properties of Dynamo Waves in the Variation of Solar Differential Rotation; The Astrophysical Journal; True; 2024ApJ...973...36M
Objects May Be Closer than They Appear: Significant Host Galaxy Dispersion Measures of Fast Radio Bursts in Zoom-in Simulations; The Astrophysical Journal; True; 2024ApJ...972L..26O
Is Gamma-Ray Burst 221009A Really a Once-in-10,000 yr Event?; The Astrophysical Journal; True; 2024ApJ...975...70F
Development of new universal correlations for minimum heat flux point for saturated pool boiling of cryogens; International Journal of Heat and Mass Transfer; False; 2024IJHMT.23426099A
Flood inundation assessment of UNESCO World Heritage Sites using remote sensing and spatial metrics in Hoi An City, Vietnam; Ecological Informatics; True; 2024EcInf..7902427N
A relativistic outflow model of the X-ray polarization in Cyg X-1; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528L.157D
A hyperspectral view of the nearshore Mississippi River Delta: Characterizing suspended particles in coastal wetlands using imaging spectroscopy; Remote Sensing of Environment; True; 2024RSEnv.30113943H
Sea ice in 2023; Nature Reviews Earth and Environment; False; 2024NRvEE...5..235R
A Testbed for Tidal Migration: The 3D Architecture of an Eccentric Hot Jupiter HD 118203 b Accompanied by a Possibly Aligned Outer Giant Planet; The Astronomical Journal; True; 2024AJ....168..295Z
Front-row Seat of the Recent R Aqr Periastron Passage: X-Ray Multiepoch Spectral and Spatial Analysis; The Astrophysical Journal; True; 2024ApJ...961...12S
Revealing Callisto's Carbon-rich Surface and CO<SUB>2</SUB> Atmosphere with JWST; The Planetary Science Journal; True; 2024PSJ.....5...60C
A Rapid Sequence of Solar Energetic Particle Events Associated with a Series of Extreme-ultraviolet Jets: Solar Orbiter, STEREO-A, and Near-Earth Spacecraft Observations; The Astrophysical Journal; True; 2024ApJ...975...84L
Polycyclic Aromatic Hydrocarbon Emission in the Central Regions of Three Seyferts and the Implication for Underlying Feedback Mechanisms; The Astrophysical Journal; True; 2024ApJ...975L...2Z
The Relationship between Kinetic and Magnetic Helicity in Solar Active Regions; The Astrophysical Journal; True; 2024ApJ...971....1L
High-resolution Imaging Spectroscopy of a Tiny Sigmoidal Minifilament Eruption; The Astrophysical Journal; True; 2024ApJ...974..123W
Optimized bandpasses for the Habitable Worlds Observatory's exoEarth survey; Journal of Astronomical Telescopes, Instruments, and Systems; True; 2024JATIS..10a4005S
Reggae: A Parametric Tuner for PBJam, and a Visualization Tool for Red Giant Oscillation Spectra; The Journal of Open Source Software; True; 2024JOSS....9.6588O
Multi-epoch spectropolarimetry for a sample of Type IIn Supernovae: persistent asymmetry in dusty circumstellar material; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.529.1104B
Properties of outer solar system pebbles during planetesimal formation from meteor observations; Icarus; True; 2024Icar..42316229J
Compact Symmetric Objects. III. Evolution of the High-luminosity Branch and a Possible Connection with Tidal Disruption Events; The Astrophysical Journal; True; 2024ApJ...961..242R
The Coherent Magnetic Field of the Milky Way; The Astrophysical Journal; True; 2024ApJ...970...95U
Evolution of H α equivalent widths from z ∼ 0.4 - 2.2: implications for star formation and legacy surveys with Roman and Euclid; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.535.2903K
Earth's Mesosphere During Possible Encounters With Massive Interstellar Clouds 2 and 7 Million Years Ago; Geophysical Research Letters; True; 2024GeoRL..5110174M
Simulating image coaddition with the Nancy Grace Roman Space Telescope - I. Simulation methodology and general results; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.2533H
Evidence for a Fast Soft X-Ray Wind in M82 from XMM-RGS; The Astrophysical Journal; True; 2024ApJ...975..128B
Analytical Models for Secular Descents in Hierarchical Triple Systems; The Astrophysical Journal; True; 2024ApJ...974..302W
Infrared Band Strengths and Other Properties of Three Interstellar Compounds—Amorphous Isocyanic Acid, Formaldehyde, and Formic Acid; The Astrophysical Journal; True; 2024ApJ...977..130H
Solar Flare Ribbon Fronts. II. Evolution of Heating Rates in Individual Flare Footpoints; The Astrophysical Journal; True; 2024ApJ...970...21K
Protosolar D-to-H Abundance and One Part per Billion PH<SUB>3</SUB> in the Coldest Brown Dwarf; The Astrophysical Journal; True; 2024ApJ...977L..49R
Formation of sodium-bearing species in the interstellar medium; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.1722A
Amalgame: cosmological constraints from the first combined photometric supernova sample; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.529.2100P
The Local Bubble Is a Local Chimney: A New Model from 3D Dust Mapping; The Astrophysical Journal; True; 2024ApJ...973..136O
PEWDD: A database of white dwarfs enriched by exo-planetary material; Astronomy and Astrophysics; True; 2024A&A...691A.352W
Fractionation of iron and titanium isotopes by ilmenite and the isotopic compositions of lunar magma ocean cumulates; Geochimica et Cosmochimica Acta; True; 2024GeCoA.372..154P
Variation of the electron flux spectrum along a solar flare loop as inferred from STIX hard X-ray observations; Astronomy and Astrophysics; True; 2024A&A...684A.185V
Transient behavior of the DYNASWIRL® phase separator during cryogenics tank-to-tank transfer operations; Chemical Engineering Research and Design; False; 2024CERD..211..119C
A dusty rain falls on the nova V959 Monocerotis; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531..728E
