,DOI,Publisher,Funders,Funder Id,RoRID (Funder),Author(s),Article Title,Journal Name,Online Publication Date,Print Publication Date,Last Audited On,Publicly Accessible On Publisher Site,License Type,License URL,Reuse License Start Date,Agency Portal URL,Type,Added,Updated,ORCID,Grant ID,Archived,Datasets,CHORUS Verified OA,Audit Source,Funder Source
23187,10.1002/ecs2.4826,Wiley,Environment and Climate Change Canada;Government of Nunavut;NASA;Nunavut Wildlife Management Board;Pinngortitaleriffik,10.13039/501100008638;10.13039/100015876;10.13039/100000104;10.13039/501100023286;10.13039/100008075,https://ror.org/026ny0e17;https://ror.org/03wf6h922;https://ror.org/027ka1x80;https://ror.org/056r65c22;https://ror.org/0342y5q78,Born Erik W.;Laidre Kristin L.;McKinney Melissa A.;Stern Jennifer H.;Wiig Øystein,Spaceuse strategies drive diet composition of Baffin Bay polar bears,Ecosphere,2024-04-25,2024-04-01,12/9/2024,25/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,25/04/2024,,journal-article,8/5/2024,8/6/2024,,,Yes,,Yes,CHORUS,Crossref
23188,10.1016/j.dsr2.2024.105380,Elsevier BV,NASA;NOAA;National Academy of Sciences,10.13039/100000104;10.13039/100000192;10.13039/100000209,https://ror.org/027ka1x80;https://ror.org/02z5nhe81;https://ror.org/038mfx688,Barnes Brian B.;Hu Chuanmin;Kourafalou Vassiliki H.;Liu Yonggang;McGillicuddy Dennis J.;Zhang Yingjun,Mesoscale eddies in the Gulf of Mexico: A three-dimensional characterization based on global HYCOM,Deep Sea Research Part II: Topical Studies in Oceanography,,2024-06-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,17/05/2025,,journal-article,8/5/2024,14/9/2024,,,Yes,,Unknown,,Crossref
23190,10.3847/1538-4357/ad39c6,American Astronomical Society,NASA;NSF;NSF,10.13039/100000104;10.13039/100000001;10.13039/100000001,https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/021nxhr62,Childs Anna C.;Geller Aaron M.;Motherway Erin;Zwicker Claire;von Hippel Ted,Investigating Mass Segregation of the Binary Stars in the Open Cluster NGC 6819,The Astrophysical Journal,2024-05-16,2024-01-05,10/7/2024,16/5/2024,vor,http://creativecommons.org/licenses/by/4.0/,16/05/2024,,journal-article,8/6/2024,13/9/2024,,Illinois Space Grant;AST-2149425;AST-2107738,Yes,,Yes,CHORUS,Crossref
23191,10.1016/j.asr.2024.05.017,Elsevier BV,DFG;European Union;Horizon 2020;NASA;NSF;NSF;Natural Environment Research Council;Research Council of Finland,10.13039/501100001659;10.13039/501100000780;10.13039/501100007601;10.13039/100000104;10.13039/100003187;10.13039/100000001;10.13039/501100000270;10.13039/501100002341,https://ror.org/018mejw64;https://ror.org/00k4n6c32;https://ror.org/0472cxd90;https://ror.org/027ka1x80;https://ror.org/00zc1hf95;https://ror.org/021nxhr62;https://ror.org/02b5d8509;https://ror.org/05k73zm37,Brunet Antoine;Drozdov Alexander Y.;Ganushkina Natalia Y.;Glauert Sarah;Guo Jingnan;Haas Bernhard;Horne Richard B.;Jordanova Vania K.;Jun Insoo;Kent Tobiska W.;Kim Wousik;Maget Vincent;Matthiä Daniel;Meier Matthias M.;Miyoshi Yoshizumi;O’Brien T.P.;Shprits Yuri Y.;Tenishev Valeriy;Tu Weichao;Wang Dedong;Zheng Yihua,Overview progress and next steps for our understanding of the near-earth space radiation and plasma environment: Science and applications,Advances in Space Research,,2024-05-01,17/7/2025,,vor,http://creativecommons.org/licenses/by-nc-nd/4.0/,16/05/2024,,journal-article,8/6/2024,13/9/2024,,WA 4323/5-1;637302;80NM0018D0004;80NSSC20K0353;1663770;NE/V00249X/1;80NSSC23K0656;80NSSC21K2008;NE/R016445/1;80NSSC21K1312;339329,Yes,,Unknown,,Crossref
23192,10.1093/mnras/stae1282,Oxford University Press (OUP),"NASA;National Science Centre, Poland",10.13039/100000104;10.13039/501100004442,https://ror.org/027ka1x80;https://ror.org/03ha2q922,Colazo M;Kryszczyńska A;Muinonen K;Oszkiewicz D;Wilawer E,Phase curve wavelength dependency as revealed by shape- and geometry- corrected asteroid phase curves,Monthly Notices of the Royal Astronomical Society,2024-05-30,2024-05-29,16/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,31/05/2024,,journal-article,8/6/2024,,,NN12AR55G;80NSSC18K0284;80NSSC18K1575;2017/25/B/ST9/00740;2022/45/B/ST9/00267,Yes,,Unknown,,Crossref
23194,10.1093/mnras/stae744,Oxford University Press (OUP),AEI;California Institute of Technology;European Union;Jet Propulsion Laboratory;MCIN;NED;NASA;NSF;Science and Technology Facilities Council;Spanish National Research Council;University of Manchester,10.13039/100005910;10.13039/100006961;10.13039/501100000780;10.13039/100006196;10.13039/501100004837;10.13039/100005928;10.13039/100000104;10.13039/100000001;10.13039/501100000271;10.13039/501100003339;10.13039/501100000770,https://ror.org/0027wxf59;https://ror.org/05dxps055;https://ror.org/00k4n6c32;https://ror.org/027k65916;https://ror.org/05r0vyz12;https://ror.org/04jpe7h32;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/057g20z61;https://ror.org/02gfc7t72;https://ror.org/027m9bs27,Aalto Susanne;Alberdi Antxon;Baan Willem A;Barcos-Muñoz Loreto;Beswick Robert J;Bondi Marco;Conway John E;Garrington Simon T;Klöckner Hans-Rainer;Lucatelli Geferson;Moldón Javier;Pihlström Ylva M;Pérez-Torres Miguel A;Romero-Cañizales Cristina;Varenius Eskil,The PARADIGM project I: a multiscale radio morphological analysis of local U/LIRGS,Monthly Notices of the Royal Astronomical Society,2024-03-27,2024-03-23,16/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,28/03/2024,,journal-article,17/4/2024,,,PID2021-123930OB-C21;101004719;2627016;CEX2021-001131-S;LINKB20064,Yes,,Unknown,,Crossref
23195,10.1073/pnas.2318716121,Proceedings of the National Academy of Sciences,European Space Agency;NASA;NASA;National Institute of Environmental Research;NSF;NSF;NSF;NSF,10.13039/501100000844;10.13039/100000104;10.13039/100000104;10.13039/501100010700;10.13039/100000001;10.13039/100000001;10.13039/100000001;10.13039/100000001,https://ror.org/03wd9za21;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/02xhmzq41;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62;https://ror.org/021nxhr62,Apel Eric C.;Atlas Elliot L.;Barletta Barbara;Barucci Marco;Bianchini Giovanni;Bresch James F.;Bui Paul;Campos Teresa;Dean-Day Jonathan M.;Donnelly Stephen;D’Amato Francesco;Gurganus Colin;Hendershot Roger;Hills Alan J.;Honomichl Shawn B.;Hornbrook Rebecca S.;Iraci Laura T.;Kim Joowan;Kinnison Douglas E.;Koo Ja-Ho;Laube Johannes C.;Liang Qing;Lueb Richard;Millán Luis;Newman Paul A.;Pan Laura L.;Podolske James R.;Randel William J.;Ryoo Ju-Mee;Saiz-Lopez Alfonso;Santee Michelle L.;Schauffler Sue;Smith Katie;Smith Warren P.;Solomon Susan;Thornberry Troy;Treadaway Victoria;Ueyama Rei;Viciani Silvia;Wang Bin,East Asian summer monsoon delivers large abundances of very short-lived organic chlorine substances to the lower stratosphere,Proceedings of the National Academy of Sciences,2024-03-14,2024-03-19,19/8/2024,,vor,https://creativecommons.org/licenses/by-nc-nd/4.0/,14/03/2024,,journal-article,17/4/2024,7/8/2024,,QA4EO-ACCLIP;NNX17AE43G;80NSSC22K1284;80NM0018D0004;NIER2021-01-02-038;1852977;AGS #1853948;AGS #1853929;2128617,Yes,,No,CHORUS,Crossref
23198,10.1093/mnras/stae694,Oxford University Press (OUP),"CAPES;CONICYT;Conselho Nacional de Desenvolvimento Científico e Tecnológico;Korea Astronomy and Space Science Institute;Michigan State University;Ministerio de Ciencia, Tecnología e Innovación Productiva;Ministério da Ciência, Tecnologia e Inovação;NASA;National Research Council;NSF;University of North Carolina at Chapel Hill",10.13039/501100002322;10.13039/501100002848;10.13039/501100003593;10.13039/501100003717;10.13039/100007709;10.13039/501100003033;10.13039/501100003545;10.13039/100000104;10.13039/100013101;10.13039/100000001;10.13039/100007890,https://ror.org/00x0ma614;https://ror.org/02ap3w078;https://ror.org/03swz6y49;https://ror.org/04g2pxh42;https://ror.org/05hs6h993;https://ror.org/02h503d38;https://ror.org/050zdnc69;https://ror.org/027ka1x80;https://ror.org/02eq2w707;https://ror.org/021nxhr62;https://ror.org/0130frc33,Costa-Souza José Henrique;Couto Guilherme S;Marsango Daniel;Nemmen Rodrigo S;Rembold Sandro B;Schimoia Jáderson S;Souza-Oliveira Gabriel Luan;Storchi-Bergmann Thaisa,Short and long time-scales variability of the H double-peaked profile of Pictor A,Monthly Notices of the Royal Astronomical Society,2024-07-03,2024-03-18,16/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,07/03/2024,,journal-article,17/4/2024,,,001;80NSSC23K1492,Yes,,Unknown,,Crossref
23199,10.1093/mnras/stae841,Oxford University Press (OUP),JSPS;JST;NASA;NSF,10.13039/501100001691;10.13039/501100001695;10.13039/100000104;10.13039/100000001,https://ror.org/00hhkn466;https://ror.org/00097mb19;https://ror.org/027ka1x80;https://ror.org/021nxhr62,Fukui Akihiko;Ikoma Masahiro;Ikuta Kai;Kawai Yugo;Kawauchi Kiyoe;Livingston John H;Mori Mayuko;Murgas Felipe;Narita Norio;Palle Enric;Parviainen Hannu;Rodríguez Gareb Fernández;Tamura Motohide;Terada Yuka;Watanabe Noriharu;de Leon Jerome P,Characterization of starspots on a young M-dwarf K2-25: multiband observations of stellar photometric variability and planetary transits,Monthly Notices of the Royal Astronomical Society,2024-03-22,2024-05-04,16/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,23/03/2024,,journal-article,17/4/2024,,,JP18H05439;JP20J21872;18H05442;21K13955;21K20376;JPMJCR1761;JPMJPR1775;AST-2034437,Yes,,Unknown,,Crossref
23200,10.3847/1538-4357/ad2c76,American Astronomical Society,NASA ∣ NASA Headquarters;NSF;Science Foundation Ireland,10.13039/100017437;10.13039/100000001;10.13039/501100001602,https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/0271asj38,Agol Eric;Bardalez Gagliuffi Daniella C.;Faherty Jacqueline;McCarthy Allison M.;Morley Caroline V.;Muirhead Philip S.;Tamburo Patrick;Theissen Christopher;Vos Johanna M.,Multiple Patchy Cloud Layers in the Planetary-mass Object SIMP 0136+0933,The Astrophysical Journal,2024-09-04,2024-01-04,6/9/2024,9/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,09/04/2024,,journal-article,17/4/2024,7/8/2024,,80NSSC20K0256;DGE-1840990;URF\1\221932,Yes,,Yes,CHORUS,Crossref
23201,10.1029/2024ja032481,American Geophysical Union (AGU),Goddard Space Flight Center;NASA,10.13039/100006198;10.13039/100000104,https://ror.org/0171mag52;https://ror.org/027ka1x80,Blum Lauren W.;Bortnik Jacob;Bruno Alessandro;Ficklin Anthony W.;Guzik T. Gregory;Kataoka Ryuho;Torii Shoji;Vidal‐Luengo Sergio E.;de Nolfo Georgia,Characterization of Relativistic Electron Precipitation Events Observed by the CALET Experiment Using SelfOrganizingMaps,Journal of Geophysical Research: Space Physics,2024-04-25,2024-05-01,5/8/2024,25/4/2024,vor,http://onlinelibrary.wiley.com/termsAndConditions#vor,25/04/2024,,journal-article,8/5/2024,13/9/2024,,NNH20ZDA001N‐LWS;80NSSC21K1682;80NSSC20K0397;NNH18ZDA001N‐APRA18‐004;80GSFC21M0002,Yes,,Yes,CHORUS,Crossref
23202,10.3847/1538-4357/ad3800,American Astronomical Society,NASA;NASA;NASA;NASA;NASA,10.13039/100000104;10.13039/100000104;10.13039/100000104;10.13039/100000104;10.13039/100000104,https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80,Broos Patrick S.;Burrows David N.;Frank Kari A.;Miceli Marco;Orlando Salvatore;Park Sangwook;Ravi Aravind P.;Zhekov Svetozar A.,Latest Evolution of the X-Ray Remnant of SN 1987A: Beyond the Inner Ring,The Astrophysical Journal,2024-02-05,2024-01-05,10/7/2024,2/5/2024,vor,http://creativecommons.org/licenses/by/4.0/,02/05/2024,,journal-article,8/5/2024,14/9/2024,,G07-18060A;G08-19057X;G08-19043B;G09-20051B;G02-23037X,Yes,,Yes,CHORUS,Crossref
23203,10.1051/0004-6361/202348609,EDP Sciences,Hector Fellow Academy;NASA,10.13039/501100009052;10.13039/100000104,https://ror.org/00f4frq91;https://ror.org/027ka1x80,Lehle Katrin;Nelson Dylan;Pillepich Annalisa;Rohr Eric;Truong Nhut,The heart of galaxy clusters: Demographics and physical properties of cool-core and non-cool-core halos in the TNG-Cluster simulation,Astronomy &amp; Astrophysics,2024-03-07,2024-07-01,,,vor,,,,journal-article,8/5/2024,13/9/2024,,80GSFC21M0002,Unknown,,Unknown,,Crossref
23204,10.3847/1538-4357/ad2eaa,American Astronomical Society,NASA ∣ SMD ∣ Heliophysics Division;NASA ∣ SMD ∣ Heliophysics Division;NASA ∣ SMD ∣ Heliophysics Division;NSF ∣ Directorate for Geosciences;UKRI ∣ Science and Technology Facilities Council,10.13039/100020016;10.13039/100020016;10.13039/100020016;10.13039/100000085;10.13039/501100000271,https://ror.org/03myraf72;https://ror.org/03myraf72;https://ror.org/03myraf72;https://ror.org/05p847d66;https://ror.org/057g20z61,Antiochos Spiro K.;DeVore C. Richard;Karpen Judith T.;Kumar Pankaj;Wyper Peter F.,Solar Eruptions in Nested Magnetic Flux Systems,The Astrophysical Journal,2024-04-23,2024-01-05,10/7/2024,23/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,23/04/2024,,journal-article,8/5/2024,8/6/2024,,80NSSC20K0265;80NSSC24K0264;80NSSC22K0892;2229336;ST/W00108X/1,Yes,,Yes,CHORUS,Crossref
23205,10.3847/1538-4357/ad2ea8,American Astronomical Society,Alexander von Humboldt-Stiftung;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft;NASA ∣ NASA Astrobiology Institute,10.13039/100005156;10.13039/501100001659;10.13039/501100001659;10.13039/100012627,https://ror.org/012kf4317;https://ror.org/018mejw64;https://ror.org/018mejw64;https://ror.org/01qxmdg18,Bischoff Addi;Ebert Samuel;Krot Alexander N.;Nagashima Kazuhide;Patzek Markus,Oxygen Isotopic Variations in the Calcium Aluminum-rich Inclusionforming Region Recorded by a Single Refractory Inclusion from the CO3.1 Carbonaceous Chondrite Dar al Gani 083,The Astrophysical Journal,2024-04-22,2024-01-05,10/7/2024,22/4/2024,vor,http://creativecommons.org/licenses/by/4.0/,22/04/2024,,journal-article,8/5/2024,8/6/2024,,Sofia Kovalevskaja Award;413893359;463342295;80NSSC225K1400,Yes,,Yes,CHORUS,Crossref
23206,10.1093/mnras/stae824,Oxford University Press (OUP),Israel Science Foundation;NASA;NSF;STScI;Simons Foundation,10.13039/501100003977;10.13039/100000104;10.13039/100000001;10.13039/100013757;10.13039/100000893,https://ror.org/04sazxf24;https://ror.org/027ka1x80;https://ror.org/021nxhr62;https://ror.org/036f5mx38;https://ror.org/01cmst727,Bullock James;Faucher-Giguère Claude-André;Fielding Drummond;Hafen Zachary;Naor Nadav;Quataert Eliot;Stern Jonathan;Su Kung-Yi,Accretion onto disc galaxies via hot and rotating CGM inflows,Monthly Notices of the Royal Astronomical Society,2024-03-20,2024-04-13,16/7/2025,,vor,https://creativecommons.org/licenses/by/4.0/,21/03/2024,,journal-article,8/5/2024,14/9/2024,,2584/21;17-ATP17-0067;21-ATP21-0036;80NSSC22K0827;AST-2108230;AST-2307327;AST-1652522;AST-2107872;AST-1910965;HST-GO-16730.016-A;JWSTAR-03252.001-A;TM2-23005X,Yes,,Unknown,,Crossref
23207,10.3847/1538-4357/ad3447,American Astronomical Society,NASA ∣ Science Mission Directorate;NSF ∣ Directorate for Mathematical and Physical Sciences,10.13039/100016465;10.13039/100000086,https://ror.org/027ka1x80;https://ror.org/029b7h395,Banzatti Andrea;Gaidos Eric;Hinkle Jason;Hoffman Andrew;Ong Joel;Shappee Benjamin J.;Thanathibodee Thanawuth,The Dynamic Chimeric Inner Disk of PDS 70,The Astrophysical Journal,2024-03-05,2024-01-05,10/7/2024,3/5/2024,vor,http://creativecommons.org/licenses/by/4.0/,03/05/2024,,journal-article,9/5/2024,14/9/2024,,80NSSC19K0587;2106927,Yes,,Yes,CHORUS,Crossref
23208,10.1364/ao.520905,Optica Publishing Group,NASA,10.13039/100000104,https://ror.org/027ka1x80,Anderson James G.;Hannun Reem A.;Hare Jennifer S.;Klobas J. Eric;Pittman Jasna V.;Smith Jessica B.;Toohey Darin W.;Wilmouth David M.,Method for the production of a compact source of atomic line spectra in the vacuum ultraviolet,Applied Optics,2024-04-29,2024-01-05,7/8/2025,,am,https://doi.org/10.1364/OA_License_v2#AM,29/04/2025,,journal-article,9/5/2024,14/9/2024,,80NSSC18K1063;80NSSC19K0326,Yes,,Unknown,,Crossref
23209,10.1021/acsestair.4c00065,American Chemical Society (ACS),Cooperative Institute for Research in Environmental Sciences;NASA,10.13039/100017536;10.13039/100000104,https://ror.org/00bdqav06;https://ror.org/027ka1x80,Day Douglas A.;Handschy Anne V.;Jenks Olivia J.;Jimenez Jose L.;Peng Zhe;Rutherford Madison;Schueneman Melinda K.;de Gouw Joost A.,Effects of 222 nm Germicidal Ultraviolet Light on Aerosol and VOC Formation from Limonene,ACS ES&amp;T Air,2024-04-05,2024-12-07,24/9/2024,4/5/2024,vor,https://creativecommons.org/licenses/by-nc-nd/4.0/,04/05/2024,,journal-article,9/5/2024,7/8/2024,,80NSSC20K1642,Yes,,Yes,GetFTR,Crossref
23210,10.1016/j.atmosenv.2024.120587,Elsevier BV,"Ministry of Science and Technology, Taiwan;NASA;National Science and Technology Council",10.13039/501100004663;10.13039/100000104;10.13039/100020595,https://ror.org/02kv4zf79;https://ror.org/027ka1x80;https://ror.org/02kv4zf79,Chang Ling;Chen Bo-Ting;Chen Wei;Chen Wei-Ting;Hwang Bing-Fang;Jung Chau-Ren;Su Shih-Hao,A machine learning model for estimating daily maximum 8-hour average ozone concentrations using OMI and MODIS products,Atmospheric Environment,,2024-08-01,,,,,,,journal-article,8/6/2024,13/9/2024,,110-2121-M-039-002,Yes,,Unknown,,Crossref
23211,10.1080/00401706.2024.2342314,Informa UK Limited,NASA,10.13039/100000104,https://ror.org/027ka1x80,Bai Miao;Li Dongmin;Xian Xiaochen,Data-Driven Pathwise Sampling Approaches for Online Anomaly Detection,Technometrics,2024-05-24,,10/9/2024,,,,,,journal-article,8/6/2024,7/10/2024,,,Yes,,No,CHORUS,Crossref
23212,10.1007/s11214-024-01074-1,Springer Science and Business Media LLC,Jet Propulsion Laboratory,10.13039/100006196,https://ror.org/027k65916,Abramov Oleg;Anwar Saadat;Bowles Heather;Brick Matthew;Christensen Philip R.;Farkas Zoltan;Fisher Tara;Gjellum David;Hayne Paul O.;Holmes Andrew;Howett Carly J. A.;Kubik Ian;Larson Melora;Levy Alan;Madril Edgar;Masini Paolo;McEwen Thomas;Mehall Greg L.;Mellon Michael T.;Miner Mark;Nickles Neal;Nimmo Francis;Ortiz Carlos;Osterman David;O’Donnell William;Patel Mehul;Pelham Daniel;Piqueux Sylvain;Rathbun Julie A.;Rudeen Andrew;Saunders Tyler;Spencer John R.;Woodward Robert,The Europa Thermal Emission Imaging System (E-THEMIS) Investigation for the Europa Clipper Mission,Space Science Reviews,2024-05-23,2024-06-01,10/9/2024,23/5/2024,vor,https://creativecommons.org/licenses/by/4.0,23/05/2024,,journal-article,8/6/2024,13/9/2024,,1531839,Yes,,Yes,CHORUS,Crossref
23213,10.1016/j.ecss.2024.108757,Elsevier BV,NASA Jet Propulsion Laboratory;NASA,10.13039/100006196;10.13039/100000104,https://ror.org/027k65916;https://ror.org/027ka1x80,Cassaway Andy F.;Rovai Andre S.;Snedden Gregg A.;Twilley Robert R.,Patterns of marsh surface accretion rates along salinity and hydroperiod gradients between active and inactive coastal deltaic floodplains,"Estuarine, Coastal and Shelf Science",,2024-06-01,17/7/2025,,vor,http://creativecommons.org/licenses/by/4.0/,08/04/2024,,journal-article,17/4/2024,9/5/2024,,NNH17ZDA001N-EVS3,Yes,,Unknown,,Crossref
23215,10.1016/j.humov.2024.103199,Elsevier BV,NASA,10.13039/100000104,https://ror.org/027ka1x80,Abbott Renee;Diaz-Artiles Ana;Kennedy Deanna M.;Neto Osmar P.;Wang Yiyu;Weinrich Madison,The effect of inherent and incidental constraints on bimanual force control in simulated Martian gravity,Human Movement Science,,2024-06-01,17/7/2025,,am,http://www.elsevier.com/open-access/userlicense/1.0/,21/03/2025,,journal-article,17/4/2024,14/9/2024,,80NSSC20K1499,Yes,,Unknown,,Crossref
23216,10.3847/1538-4357/ad2844,American Astronomical Society,NASA;NASA;NASA;NASA,10.13039/100000104;10.13039/100000104;10.13039/100000104;10.13039/100000104,https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80;https://ror.org/027ka1x80,Featherstone Nicholas A.;Korre Lydia,On the Penetration of Large-scale Flows into Stellar Radiative Zones,The Astrophysical Journal,2024-03-28,2024-01-04,13/7/2024,28/3/2024,vor,http://creativecommons.org/licenses/by/4.0/,28/03/2024,,journal-article,17/4/2024,,,80NSSC21K0455;80NSSC20K0193;80NSSC22M0162;80NSSC24K0125,Yes,,Yes,CHORUS,Crossref
